Room No,"  ลักษณะของความเสียหายที่พบ (เลือกได้มากกว่า 1 ข้อ)  
Types of damage found (more than one option may be selected)",Image Link,Damage Types
1674/351,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, ตัวเลือก 10","https://drive.google.com/open?id=12DC-ePNDBEwrhGAgGJ7NRV4XSJ9jA17i, https://drive.google.com/open?id=1lgYmHCFEYQos0DZ-vlTQeHlnz4P3O-CF, https://drive.google.com/open?id=1OAi0dejyNzSny93XF009rwCyzUYL3JyV, https://drive.google.com/open?id=1Q9vy2ry50VxaoV1S9LafxBjHSy0s2fTu, https://drive.google.com/open?id=1BHbWw8HUSMowqo9blLuzu2HZ2_ZT-KTJ, https://drive.google.com/open?id=1c57a35FgFYu-Ds3fvuu5uEgmXWycXA2n, https://drive.google.com/open?id=1nb9uHIjKwE8Mks19ytAAasffY_ej50mO, https://drive.google.com/open?id=17qB1TRKh90E0yuRhlZ5BBtpoQlmCoGSs, https://drive.google.com/open?id=1KMvE16cXzOYdwnMLWcZi5_ntDe2FQWVE, https://drive.google.com/open?id=1cP5UyFiae3mbx8QhjLfwrkypEvuLfUQb",ผนังแตกร้าว  / Cracked wall
1674/351,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, ตัวเลือก 10","https://drive.google.com/open?id=12DC-ePNDBEwrhGAgGJ7NRV4XSJ9jA17i, https://drive.google.com/open?id=1lgYmHCFEYQos0DZ-vlTQeHlnz4P3O-CF, https://drive.google.com/open?id=1OAi0dejyNzSny93XF009rwCyzUYL3JyV, https://drive.google.com/open?id=1Q9vy2ry50VxaoV1S9LafxBjHSy0s2fTu, https://drive.google.com/open?id=1BHbWw8HUSMowqo9blLuzu2HZ2_ZT-KTJ, https://drive.google.com/open?id=1c57a35FgFYu-Ds3fvuu5uEgmXWycXA2n, https://drive.google.com/open?id=1nb9uHIjKwE8Mks19ytAAasffY_ej50mO, https://drive.google.com/open?id=17qB1TRKh90E0yuRhlZ5BBtpoQlmCoGSs, https://drive.google.com/open?id=1KMvE16cXzOYdwnMLWcZi5_ntDe2FQWVE, https://drive.google.com/open?id=1cP5UyFiae3mbx8QhjLfwrkypEvuLfUQb",เพดานหลุด/แตกร้าว  Ceiling falling/cracked
1674/351,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, ตัวเลือก 10","https://drive.google.com/open?id=12DC-ePNDBEwrhGAgGJ7NRV4XSJ9jA17i, https://drive.google.com/open?id=1lgYmHCFEYQos0DZ-vlTQeHlnz4P3O-CF, https://drive.google.com/open?id=1OAi0dejyNzSny93XF009rwCyzUYL3JyV, https://drive.google.com/open?id=1Q9vy2ry50VxaoV1S9LafxBjHSy0s2fTu, https://drive.google.com/open?id=1BHbWw8HUSMowqo9blLuzu2HZ2_ZT-KTJ, https://drive.google.com/open?id=1c57a35FgFYu-Ds3fvuu5uEgmXWycXA2n, https://drive.google.com/open?id=1nb9uHIjKwE8Mks19ytAAasffY_ej50mO, https://drive.google.com/open?id=17qB1TRKh90E0yuRhlZ5BBtpoQlmCoGSs, https://drive.google.com/open?id=1KMvE16cXzOYdwnMLWcZi5_ntDe2FQWVE, https://drive.google.com/open?id=1cP5UyFiae3mbx8QhjLfwrkypEvuLfUQb",กระเบื้องหลุด/แตก  Tile loose/broken
1674/351,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, ตัวเลือก 10","https://drive.google.com/open?id=12DC-ePNDBEwrhGAgGJ7NRV4XSJ9jA17i, https://drive.google.com/open?id=1lgYmHCFEYQos0DZ-vlTQeHlnz4P3O-CF, https://drive.google.com/open?id=1OAi0dejyNzSny93XF009rwCyzUYL3JyV, https://drive.google.com/open?id=1Q9vy2ry50VxaoV1S9LafxBjHSy0s2fTu, https://drive.google.com/open?id=1BHbWw8HUSMowqo9blLuzu2HZ2_ZT-KTJ, https://drive.google.com/open?id=1c57a35FgFYu-Ds3fvuu5uEgmXWycXA2n, https://drive.google.com/open?id=1nb9uHIjKwE8Mks19ytAAasffY_ej50mO, https://drive.google.com/open?id=17qB1TRKh90E0yuRhlZ5BBtpoQlmCoGSs, https://drive.google.com/open?id=1KMvE16cXzOYdwnMLWcZi5_ntDe2FQWVE, https://drive.google.com/open?id=1cP5UyFiae3mbx8QhjLfwrkypEvuLfUQb",ตัวเลือก 10
1674/365,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken","https://drive.google.com/open?id=1cQdZreKwDlJpGKn7eelIrPUYOR2EARfR, https://drive.google.com/open?id=1s0-wL5hR91J_0LovEk5PTxgcXk8lnUAv, https://drive.google.com/open?id=13osu2jVPsHd0Y6TKvopea9BE6g0PpogZ, https://drive.google.com/open?id=1CgozyrsE3qUua-G_aHtsudKZu-qGXlJL, https://drive.google.com/open?id=1ui35QG_rd1qf-Nut6tW-pvxe1oavCCPN, https://drive.google.com/open?id=1ClDRe11D2Dt-yWfFd051LhTvow4WAeZP, https://drive.google.com/open?id=1X2CK1So4L3QAe-OA7tye0iNbr27FI1ZD, https://drive.google.com/open?id=1d3lW03MuzADOVm66apjDW1KRp5XdWL9H, https://drive.google.com/open?id=1iZRR8RTvEuTnkQOIaH5mJYz25TJqDbRe, https://drive.google.com/open?id=1fTi0r-ugWvSIBF9AUgBHXyDJmT0ZCYSu",ผนังแตกร้าว  / Cracked wall
1674/365,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken","https://drive.google.com/open?id=1cQdZreKwDlJpGKn7eelIrPUYOR2EARfR, https://drive.google.com/open?id=1s0-wL5hR91J_0LovEk5PTxgcXk8lnUAv, https://drive.google.com/open?id=13osu2jVPsHd0Y6TKvopea9BE6g0PpogZ, https://drive.google.com/open?id=1CgozyrsE3qUua-G_aHtsudKZu-qGXlJL, https://drive.google.com/open?id=1ui35QG_rd1qf-Nut6tW-pvxe1oavCCPN, https://drive.google.com/open?id=1ClDRe11D2Dt-yWfFd051LhTvow4WAeZP, https://drive.google.com/open?id=1X2CK1So4L3QAe-OA7tye0iNbr27FI1ZD, https://drive.google.com/open?id=1d3lW03MuzADOVm66apjDW1KRp5XdWL9H, https://drive.google.com/open?id=1iZRR8RTvEuTnkQOIaH5mJYz25TJqDbRe, https://drive.google.com/open?id=1fTi0r-ugWvSIBF9AUgBHXyDJmT0ZCYSu",เพดานหลุด/แตกร้าว  Ceiling falling/cracked
1674/365,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken","https://drive.google.com/open?id=1cQdZreKwDlJpGKn7eelIrPUYOR2EARfR, https://drive.google.com/open?id=1s0-wL5hR91J_0LovEk5PTxgcXk8lnUAv, https://drive.google.com/open?id=13osu2jVPsHd0Y6TKvopea9BE6g0PpogZ, https://drive.google.com/open?id=1CgozyrsE3qUua-G_aHtsudKZu-qGXlJL, https://drive.google.com/open?id=1ui35QG_rd1qf-Nut6tW-pvxe1oavCCPN, https://drive.google.com/open?id=1ClDRe11D2Dt-yWfFd051LhTvow4WAeZP, https://drive.google.com/open?id=1X2CK1So4L3QAe-OA7tye0iNbr27FI1ZD, https://drive.google.com/open?id=1d3lW03MuzADOVm66apjDW1KRp5XdWL9H, https://drive.google.com/open?id=1iZRR8RTvEuTnkQOIaH5mJYz25TJqDbRe, https://drive.google.com/open?id=1fTi0r-ugWvSIBF9AUgBHXyDJmT0ZCYSu",กระเบื้องหลุด/แตก  Tile loose/broken
1674/374,"ผนังแตกร้าว  / Cracked wall, กระเบื้องหลุด/แตก  Tile loose/broken",,ผนังแตกร้าว  / Cracked wall
1674/374,"ผนังแตกร้าว  / Cracked wall, กระเบื้องหลุด/แตก  Tile loose/broken",,กระเบื้องหลุด/แตก  Tile loose/broken
1674/379,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken","https://drive.google.com/open?id=1a5D-cVl_yYDWzRn-N39oCfwivVAFaBzE, https://drive.google.com/open?id=10JSDSXLD3PyO9ldfy015T0NwFXOamLJk, https://drive.google.com/open?id=1JCaCldxHP-jiekFn16jxxeCJoetvVRW0",ผนังแตกร้าว  / Cracked wall
1674/379,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken","https://drive.google.com/open?id=1a5D-cVl_yYDWzRn-N39oCfwivVAFaBzE, https://drive.google.com/open?id=10JSDSXLD3PyO9ldfy015T0NwFXOamLJk, https://drive.google.com/open?id=1JCaCldxHP-jiekFn16jxxeCJoetvVRW0",เพดานหลุด/แตกร้าว  Ceiling falling/cracked
1674/379,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken","https://drive.google.com/open?id=1a5D-cVl_yYDWzRn-N39oCfwivVAFaBzE, https://drive.google.com/open?id=10JSDSXLD3PyO9ldfy015T0NwFXOamLJk, https://drive.google.com/open?id=1JCaCldxHP-jiekFn16jxxeCJoetvVRW0",กระเบื้องหลุด/แตก  Tile loose/broken
1674/386 ชั้น10 อาคาร2ห้อง1003,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, โปรดอธิบายรายละเอียดความเสียหายเพิ่มเติม (ถ้ามี), ตัวเลือก 10","https://drive.google.com/open?id=1eAeGHDHHJO10jDQdOcnAgB5n7ZW3fWjd, https://drive.google.com/open?id=1xtLw3If2rFERim2z0aGY1JEnztL5Uyfo, https://drive.google.com/open?id=1972btS2RbXqHW1qJWW9UoOoaLtSpc-9n, https://drive.google.com/open?id=1e3Disbp166-sG3T013W4ZXBzMw1Qxgv8, https://drive.google.com/open?id=1nH4fcaM4fWWITJjoDrpqKeJVTFReaZNZ, https://drive.google.com/open?id=1-1iD1QKw-otbEUvgn_9oHc9ChZqurDHH, https://drive.google.com/open?id=1oTVkINW2VvK3RSIXvkE30KEn1rMGkU2Q, https://drive.google.com/open?id=19Ah3x4hktlfW2iBYhonFz5CTPkmSZZ2F, https://drive.google.com/open?id=1ZuNelxbV342kkPlXnYJVHoy25soLH2_o, https://drive.google.com/open?id=1PLYDIu9ZzVOyncNhge3jAK50NxI4OiRK",ผนังแตกร้าว  / Cracked wall
1674/386 ชั้น10 อาคาร2ห้อง1003,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, โปรดอธิบายรายละเอียดความเสียหายเพิ่มเติม (ถ้ามี), ตัวเลือก 10","https://drive.google.com/open?id=1eAeGHDHHJO10jDQdOcnAgB5n7ZW3fWjd, https://drive.google.com/open?id=1xtLw3If2rFERim2z0aGY1JEnztL5Uyfo, https://drive.google.com/open?id=1972btS2RbXqHW1qJWW9UoOoaLtSpc-9n, https://drive.google.com/open?id=1e3Disbp166-sG3T013W4ZXBzMw1Qxgv8, https://drive.google.com/open?id=1nH4fcaM4fWWITJjoDrpqKeJVTFReaZNZ, https://drive.google.com/open?id=1-1iD1QKw-otbEUvgn_9oHc9ChZqurDHH, https://drive.google.com/open?id=1oTVkINW2VvK3RSIXvkE30KEn1rMGkU2Q, https://drive.google.com/open?id=19Ah3x4hktlfW2iBYhonFz5CTPkmSZZ2F, https://drive.google.com/open?id=1ZuNelxbV342kkPlXnYJVHoy25soLH2_o, https://drive.google.com/open?id=1PLYDIu9ZzVOyncNhge3jAK50NxI4OiRK",เพดานหลุด/แตกร้าว  Ceiling falling/cracked
1674/386 ชั้น10 อาคาร2ห้อง1003,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, โปรดอธิบายรายละเอียดความเสียหายเพิ่มเติม (ถ้ามี), ตัวเลือก 10","https://drive.google.com/open?id=1eAeGHDHHJO10jDQdOcnAgB5n7ZW3fWjd, https://drive.google.com/open?id=1xtLw3If2rFERim2z0aGY1JEnztL5Uyfo, https://drive.google.com/open?id=1972btS2RbXqHW1qJWW9UoOoaLtSpc-9n, https://drive.google.com/open?id=1e3Disbp166-sG3T013W4ZXBzMw1Qxgv8, https://drive.google.com/open?id=1nH4fcaM4fWWITJjoDrpqKeJVTFReaZNZ, https://drive.google.com/open?id=1-1iD1QKw-otbEUvgn_9oHc9ChZqurDHH, https://drive.google.com/open?id=1oTVkINW2VvK3RSIXvkE30KEn1rMGkU2Q, https://drive.google.com/open?id=19Ah3x4hktlfW2iBYhonFz5CTPkmSZZ2F, https://drive.google.com/open?id=1ZuNelxbV342kkPlXnYJVHoy25soLH2_o, https://drive.google.com/open?id=1PLYDIu9ZzVOyncNhge3jAK50NxI4OiRK",กระเบื้องหลุด/แตก  Tile loose/broken
1674/386 ชั้น10 อาคาร2ห้อง1003,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, โปรดอธิบายรายละเอียดความเสียหายเพิ่มเติม (ถ้ามี), ตัวเลือก 10","https://drive.google.com/open?id=1eAeGHDHHJO10jDQdOcnAgB5n7ZW3fWjd, https://drive.google.com/open?id=1xtLw3If2rFERim2z0aGY1JEnztL5Uyfo, https://drive.google.com/open?id=1972btS2RbXqHW1qJWW9UoOoaLtSpc-9n, https://drive.google.com/open?id=1e3Disbp166-sG3T013W4ZXBzMw1Qxgv8, https://drive.google.com/open?id=1nH4fcaM4fWWITJjoDrpqKeJVTFReaZNZ, https://drive.google.com/open?id=1-1iD1QKw-otbEUvgn_9oHc9ChZqurDHH, https://drive.google.com/open?id=1oTVkINW2VvK3RSIXvkE30KEn1rMGkU2Q, https://drive.google.com/open?id=19Ah3x4hktlfW2iBYhonFz5CTPkmSZZ2F, https://drive.google.com/open?id=1ZuNelxbV342kkPlXnYJVHoy25soLH2_o, https://drive.google.com/open?id=1PLYDIu9ZzVOyncNhge3jAK50NxI4OiRK",โปรดอธิบายรายละเอียดความเสียหายเพิ่มเติม (ถ้ามี)
1674/386 ชั้น10 อาคาร2ห้อง1003,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, โปรดอธิบายรายละเอียดความเสียหายเพิ่มเติม (ถ้ามี), ตัวเลือก 10","https://drive.google.com/open?id=1eAeGHDHHJO10jDQdOcnAgB5n7ZW3fWjd, https://drive.google.com/open?id=1xtLw3If2rFERim2z0aGY1JEnztL5Uyfo, https://drive.google.com/open?id=1972btS2RbXqHW1qJWW9UoOoaLtSpc-9n, https://drive.google.com/open?id=1e3Disbp166-sG3T013W4ZXBzMw1Qxgv8, https://drive.google.com/open?id=1nH4fcaM4fWWITJjoDrpqKeJVTFReaZNZ, https://drive.google.com/open?id=1-1iD1QKw-otbEUvgn_9oHc9ChZqurDHH, https://drive.google.com/open?id=1oTVkINW2VvK3RSIXvkE30KEn1rMGkU2Q, https://drive.google.com/open?id=19Ah3x4hktlfW2iBYhonFz5CTPkmSZZ2F, https://drive.google.com/open?id=1ZuNelxbV342kkPlXnYJVHoy25soLH2_o, https://drive.google.com/open?id=1PLYDIu9ZzVOyncNhge3jAK50NxI4OiRK",ตัวเลือก 10
1674/395 Room No.1012,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, ระบบไฟฟ้าเสียหาย / Electrical system failure., เฟอร์นิเจอร์เสียหาย  / Damaged furniture","https://drive.google.com/open?id=1BX0QvTqJEypD4sBNvkkJbJQI2mw7OHEi, https://drive.google.com/open?id=1-awccoPFJeK_CbK3pUKkBm4zS0Lx6xLK, https://drive.google.com/open?id=1QkD4Fu2O7PcjxLKMcFczxSg9tlHPjQN9, https://drive.google.com/open?id=1seQ3UVp_S3H3xNrF2fLHvaWl_U9Ie3EG, https://drive.google.com/open?id=1bVXXQchAykQzz5s3br2M9wgrfRKdoCQQ, https://drive.google.com/open?id=1wry8UsGFbSx-oguPNRuveyd5OHEugVtc, https://drive.google.com/open?id=1Tgv4FeaFGf4gL0Vs_YFVCr_zX5RTpDPS, https://drive.google.com/open?id=14cMiTl-8vWwAXr7nfvbdr-NbHRYsVhKs, https://drive.google.com/open?id=1xO4uyOYhYcKMb98C1ePtzPCUu94xptdy, https://drive.google.com/open?id=1xs9JjcfpZDk31v7UY_DQ1fji77AZZ_Xj",ผนังแตกร้าว  / Cracked wall
1674/395 Room No.1012,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, ระบบไฟฟ้าเสียหาย / Electrical system failure., เฟอร์นิเจอร์เสียหาย  / Damaged furniture","https://drive.google.com/open?id=1BX0QvTqJEypD4sBNvkkJbJQI2mw7OHEi, https://drive.google.com/open?id=1-awccoPFJeK_CbK3pUKkBm4zS0Lx6xLK, https://drive.google.com/open?id=1QkD4Fu2O7PcjxLKMcFczxSg9tlHPjQN9, https://drive.google.com/open?id=1seQ3UVp_S3H3xNrF2fLHvaWl_U9Ie3EG, https://drive.google.com/open?id=1bVXXQchAykQzz5s3br2M9wgrfRKdoCQQ, https://drive.google.com/open?id=1wry8UsGFbSx-oguPNRuveyd5OHEugVtc, https://drive.google.com/open?id=1Tgv4FeaFGf4gL0Vs_YFVCr_zX5RTpDPS, https://drive.google.com/open?id=14cMiTl-8vWwAXr7nfvbdr-NbHRYsVhKs, https://drive.google.com/open?id=1xO4uyOYhYcKMb98C1ePtzPCUu94xptdy, https://drive.google.com/open?id=1xs9JjcfpZDk31v7UY_DQ1fji77AZZ_Xj",เพดานหลุด/แตกร้าว  Ceiling falling/cracked
1674/395 Room No.1012,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, ระบบไฟฟ้าเสียหาย / Electrical system failure., เฟอร์นิเจอร์เสียหาย  / Damaged furniture","https://drive.google.com/open?id=1BX0QvTqJEypD4sBNvkkJbJQI2mw7OHEi, https://drive.google.com/open?id=1-awccoPFJeK_CbK3pUKkBm4zS0Lx6xLK, https://drive.google.com/open?id=1QkD4Fu2O7PcjxLKMcFczxSg9tlHPjQN9, https://drive.google.com/open?id=1seQ3UVp_S3H3xNrF2fLHvaWl_U9Ie3EG, https://drive.google.com/open?id=1bVXXQchAykQzz5s3br2M9wgrfRKdoCQQ, https://drive.google.com/open?id=1wry8UsGFbSx-oguPNRuveyd5OHEugVtc, https://drive.google.com/open?id=1Tgv4FeaFGf4gL0Vs_YFVCr_zX5RTpDPS, https://drive.google.com/open?id=14cMiTl-8vWwAXr7nfvbdr-NbHRYsVhKs, https://drive.google.com/open?id=1xO4uyOYhYcKMb98C1ePtzPCUu94xptdy, https://drive.google.com/open?id=1xs9JjcfpZDk31v7UY_DQ1fji77AZZ_Xj",กระเบื้องหลุด/แตก  Tile loose/broken
1674/395 Room No.1012,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, ระบบไฟฟ้าเสียหาย / Electrical system failure., เฟอร์นิเจอร์เสียหาย  / Damaged furniture","https://drive.google.com/open?id=1BX0QvTqJEypD4sBNvkkJbJQI2mw7OHEi, https://drive.google.com/open?id=1-awccoPFJeK_CbK3pUKkBm4zS0Lx6xLK, https://drive.google.com/open?id=1QkD4Fu2O7PcjxLKMcFczxSg9tlHPjQN9, https://drive.google.com/open?id=1seQ3UVp_S3H3xNrF2fLHvaWl_U9Ie3EG, https://drive.google.com/open?id=1bVXXQchAykQzz5s3br2M9wgrfRKdoCQQ, https://drive.google.com/open?id=1wry8UsGFbSx-oguPNRuveyd5OHEugVtc, https://drive.google.com/open?id=1Tgv4FeaFGf4gL0Vs_YFVCr_zX5RTpDPS, https://drive.google.com/open?id=14cMiTl-8vWwAXr7nfvbdr-NbHRYsVhKs, https://drive.google.com/open?id=1xO4uyOYhYcKMb98C1ePtzPCUu94xptdy, https://drive.google.com/open?id=1xs9JjcfpZDk31v7UY_DQ1fji77AZZ_Xj",ระบบไฟฟ้าเสียหาย / Electrical system failure.
1674/395 Room No.1012,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked, กระเบื้องหลุด/แตก  Tile loose/broken, ระบบไฟฟ้าเสียหาย / Electrical system failure., เฟอร์นิเจอร์เสียหาย  / Damaged furniture","https://drive.google.com/open?id=1BX0QvTqJEypD4sBNvkkJbJQI2mw7OHEi, https://drive.google.com/open?id=1-awccoPFJeK_CbK3pUKkBm4zS0Lx6xLK, https://drive.google.com/open?id=1QkD4Fu2O7PcjxLKMcFczxSg9tlHPjQN9, https://drive.google.com/open?id=1seQ3UVp_S3H3xNrF2fLHvaWl_U9Ie3EG, https://drive.google.com/open?id=1bVXXQchAykQzz5s3br2M9wgrfRKdoCQQ, https://drive.google.com/open?id=1wry8UsGFbSx-oguPNRuveyd5OHEugVtc, https://drive.google.com/open?id=1Tgv4FeaFGf4gL0Vs_YFVCr_zX5RTpDPS, https://drive.google.com/open?id=14cMiTl-8vWwAXr7nfvbdr-NbHRYsVhKs, https://drive.google.com/open?id=1xO4uyOYhYcKMb98C1ePtzPCUu94xptdy, https://drive.google.com/open?id=1xs9JjcfpZDk31v7UY_DQ1fji77AZZ_Xj",เฟอร์นิเจอร์เสียหาย  / Damaged furniture
1674/40 ห้อง 1102 ตึก 1,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked","https://drive.google.com/open?id=1N4dZLmwow1EFmrmwbo_C1MbXCD2QNvLa, https://drive.google.com/open?id=1crXOUH0JV1Z42yvFRqPeGDR1ye9EgIlU, https://drive.google.com/open?id=1BSZMlY0ADQE2a0lp29jNIPtmbn1sLgHM",ผนังแตกร้าว  / Cracked wall
1674/40 ห้อง 1102 ตึก 1,"ผนังแตกร้าว  / Cracked wall, เพดานหลุด/แตกร้าว  Ceiling falling/cracked","https://drive.google.com/open?id=1N4dZLmwow1EFmrmwbo_C1MbXCD2QNvLa, https://drive.google.com/open?id=1crXOUH0JV1Z42yvFRqPeGDR1ye9EgIlU, https://drive.google.com/open?id=1BSZMlY0ADQE2a0lp29jNIPtmbn1sLgHM",เพดานหลุด/แตกร้าว  Ceiling falling/cracked
1674/416  room no. 1203,"ผนังแตกร้าว  / Cracked wall, กระเบื้องหลุด/แตก  Tile loose/broken, ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows",https://drive.google.com/open?id=1EIl3wNM8-nIR6-ozcmeW9DErbN4UKTYB,ผนังแตกร้าว  / Cracked wall
1674/416  room no. 1203,"ผนังแตกร้าว  / Cracked wall, กระเบื้องหลุด/แตก  Tile loose/broken, ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows",https://drive.google.com/open?id=1EIl3wNM8-nIR6-ozcmeW9DErbN4UKTYB,กระเบื้องหลุด/แตก  Tile loose/broken
1674/416  room no. 1203,"ผนังแตกร้าว  / Cracked wall, กระเบื้องหลุด/แตก  Tile loose/broken, ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows",https://drive.google.com/open?id=1EIl3wNM8-nIR6-ozcmeW9DErbN4UKTYB,ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows
1674/42,"ผนังแตกร้าว  / Cracked wall, ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows, ตัวเลือก 10","https://drive.google.com/open?id=1i2N4uSZiW9D3db2rd1dKLIX5cp1ZovWL, https://drive.google.com/open?id=1Zjej4vlViO03Um96-3h9WBmYO_-juCY4",ผนังแตกร้าว  / Cracked wall
1674/42,"ผนังแตกร้าว  / Cracked wall, ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows, ตัวเลือก 10","https://drive.google.com/open?id=1i2N4uSZiW9D3db2rd1dKLIX5cp1ZovWL, https://drive.google.com/open?id=1Zjej4vlViO03Um96-3h9WBmYO_-juCY4",ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows
1674/42,"ผนังแตกร้าว  / Cracked wall, ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows, ตัวเลือก 10","https://drive.google.com/open?id=1i2N4uSZiW9D3db2rd1dKLIX5cp1ZovWL, https://drive.google.com/open?id=1Zjej4vlViO03Um96-3h9WBmYO_-juCY4",ตัวเลือก 10
1674/421 (1208) อาคาร 2,"ผนังแตกร้าว  / Cracked wall, กระเบื้องหลุด/แตก  Tile loose/broken, ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows","https://drive.google.com/open?id=13t-6OWKxkRp77HULp3wKUPwXs04FrQSM, https://drive.google.com/open?id=1eQEAkjBpJOMfAsdyfJUFrUQuHoU10ygh, https://drive.google.com/open?id=1S5-_HH7XXHSmVaNBn5hpeZ844vYnaQtG, https://drive.google.com/open?id=1n5H-qg3JdsM4tncnoA61bLbgKEFNWwoJ, https://drive.google.com/open?id=1zLazzCFs8yzjk6LrK6rswIIjfe6cw-cf",ผนังแตกร้าว  / Cracked wall
1674/421 (1208) อาคาร 2,"ผนังแตกร้าว  / Cracked wall, กระเบื้องหลุด/แตก  Tile loose/broken, ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows","https://drive.google.com/open?id=13t-6OWKxkRp77HULp3wKUPwXs04FrQSM, https://drive.google.com/open?id=1eQEAkjBpJOMfAsdyfJUFrUQuHoU10ygh, https://drive.google.com/open?id=1S5-_HH7XXHSmVaNBn5hpeZ844vYnaQtG, https://drive.google.com/open?id=1n5H-qg3JdsM4tncnoA61bLbgKEFNWwoJ, https://drive.google.com/open?id=1zLazzCFs8yzjk6LrK6rswIIjfe6cw-cf",กระเบื้องหลุด/แตก  Tile loose/broken
1674/421 (1208) อาคาร 2,"ผนังแตกร้าว  / Cracked wall, กระเบื้องหลุด/แตก  Tile loose/broken, ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows","https://drive.google.com/open?id=13t-6OWKxkRp77HULp3wKUPwXs04FrQSM, https://drive.google.com/open?id=1eQEAkjBpJOMfAsdyfJUFrUQuHoU10ygh, https://drive.google.com/open?id=1S5-_HH7XXHSmVaNBn5hpeZ844vYnaQtG, https://drive.google.com/open?id=1n5H-qg3JdsM4tncnoA61bLbgKEFNWwoJ, https://drive.google.com/open?id=1zLazzCFs8yzjk6LrK6rswIIjfe6cw-cf",ประตู/หน้าต่างบิดเบี้ยวหรือปิดไม่สนิท Distorted or improperly closing doors/windows
